Date,Price,Open,High,Low,Vol.,Change %
15/05/2015,124.14,123.2,124.14,123.2,492540.0,0.0076
18/05/2015,52.0,52.74,52.74,50.45,49650.0,-0.0133
18/05/2015,5.46,5.3,5.46,5.25,74000000.0,0.05
18/05/2015,45.11,45.1,45.12,45.05,645200.0,0.0018
18/05/2015,125.59,124.0,125.6,124.0,658620.0,0.0116999999999999
18/05/2015,22.81,22.01,22.9,22.5,13820000.0,0.0266
18/05/2015,1.01,1.0,1.01,1.0,3930000.0,0.01
18/05/2015,178.49,178.49,178.49,178.49,50610.0,-0.0001
18/05/2015,34781.46,34439.39,34781.46,34439.39,,0.0098999999999999
18/05/2015,158.5,156.0,158.5,156.0,694740.0,0.0226
18/05/2015,901.0,901.0,901.0,901.0,76620.0,-0.0003
19/05/2015,22.85,22.86,23.25,22.51,27010000.0,0.0018
19/05/2015,178.0,178.5,178.5,178.0,157690.0,-0.0027
19/05/2015,5.35,5.36,5.55,5.3,48990000.0,-0.0200999999999999
19/05/2015,45.05,45.05,45.05,45.05,414990.0,-0.0013
19/05/2015,123.2,124.01,124.0,123.2,2730000.0,-0.019
19/05/2015,52.0,51.99,52.98,51.6,46710.0,0.0
19/05/2015,160.0,159.69,160.0,159.69,588630.0,0.0095
19/05/2015,905.02,905.02,905.02,905.02,58380.0,0.0045
19/05/2015,1.01,1.01,1.02,1.01,770770.0,0.0
19/05/2015,34706.93,34781.46,34873.57,34653.19,,-0.0021
20/05/2015,177.64,177.96,177.96,177.63,159560.0,-0.002
20/05/2015,34533.4,34706.93,34733.88,34504.18,,-0.005
20/05/2015,159.05,160.0,160.0,159.05,1190000.0,-0.0059
20/05/2015,1.0,1.0,1.01,1.0,4350000.0,-0.0098999999999999
20/05/2015,22.7,22.72,22.73,22.65,12780000.0,-0.0066
20/05/2015,123.68,123.42,124.0,123.42,11870000.0,0.0039
20/05/2015,45.1,45.11,45.11,45.1,485810.0,0.0011
20/05/2015,5.32,5.4,5.38,5.3,40170000.0,-0.0056
20/05/2015,880.0,886.0,886.0,880.0,1060000.0,-0.0276
20/05/2015,52.49,52.75,52.75,51.3,25390.0,0.0093999999999999
21/05/2015,45.0,45.0,45.0,45.0,498190.0,-0.0022
21/05/2015,1.0,1.01,1.01,1.0,1890000.0,0.0
21/05/2015,880.0,880.0,880.0,880.0,83820.0,0.0
21/05/2015,34459.7,34533.4,34533.88,34446.34,,-0.0021
21/05/2015,5.23,5.26,5.3,5.22,4760000.0,-0.0169
21/05/2015,158.05,158.05,158.05,158.05,59700.0,-0.0063
21/05/2015,123.18,123.2,123.2,122.8,1250000.0,-0.004
21/05/2015,177.75,177.98,178.0,177.72,234000.0,0.0006
21/05/2015,22.5,22.5,22.5,22.5,2520000.0,-0.0088
21/05/2015,52.0,49.68,52.0,49.68,83540.0,-0.0093
22/05/2015,5.13,5.21,5.21,5.13,7640000.0,-0.0191
22/05/2015,52.0,52.0,52.0,52.0,100360.0,0.0
22/05/2015,881.0,881.0,881.0,881.0,32260.0,0.0011
22/05/2015,22.25,22.43,22.45,22.25,2590000.0,-0.0111
22/05/2015,122.62,122.56,122.76,122.54,306500.0,-0.0045
22/05/2015,155.72,155.72,155.72,155.72,59060.0,-0.0147
22/05/2015,34272.09,34459.7,34462.88,34220.11,,-0.0054
22/05/2015,1.0,1.0,1.0,1.0,3730000.0,0.0
22/05/2015,177.9,176.0,177.9,176.0,2490000.0,0.0008
22/05/2015,45.0,45.0,45.0,45.0,345610.0,0.0
25/05/2015,1.01,1.0,1.01,1.0,2660000.0,0.01
25/05/2015,870.0,870.0,870.0,870.0,271470.0,-0.0125
25/05/2015,53.94,54.2,54.2,51.0,80830.0,0.0373
25/05/2015,177.0,177.0,177.95,177.0,1460000.0,-0.0051
25/05/2015,157.0,155.72,160.0,154.5,79610.0,0.0081999999999999
25/05/2015,123.2,123.2,123.2,122.36,3160000.0,0.0046999999999999
25/05/2015,45.0,45.0,45.0,45.0,186240.0,0.0
25/05/2015,22.0,22.0,22.1,21.99,10730000.0,-0.0112
25/05/2015,34151.81,34272.09,34315.41,34144.56,,-0.0034999999999999
25/05/2015,5.19,5.17,5.32,5.14,49330000.0,0.0116999999999999
26/05/2015,45.1,45.1,45.1,45.1,407920.0,0.0022
26/05/2015,121.6,123.2,123.2,121.59,3290000.0,-0.013
26/05/2015,871.0,899.0,912.99,871.0,488410.0,0.0011
26/05/2015,21.95,21.99,22.2,21.95,13450000.0,-0.0023
26/05/2015,1.0,0.97,1.0,0.97,662570.0,-0.0098999999999999
26/05/2015,34298.64,34151.81,34352.94,34147.45,,0.0043
26/05/2015,52.7,52.7,52.7,52.7,134420.0,-0.023
26/05/2015,179.0,180.0,180.0,179.0,945400.0,0.0113
26/05/2015,155.91,155.72,156.0,155.72,25330.0,-0.0069
26/05/2015,5.35,5.21,5.35,5.2,73060000.0,0.0308
27/05/2015,55.33,54.0,55.33,54.0,10870.0,0.0499
27/05/2015,860.0,865.0,870.0,860.0,1770000.0,-0.0126
27/05/2015,34355.31,34298.64,34355.31,33986.05,,0.0017
27/05/2015,1.0,1.0,1.0,1.0,521080.00000000006,0.0
27/05/2015,163.14,153.15,163.14,153.15,44930.0,0.0464
27/05/2015,45.1,45.1,45.1,45.1,440200.0,0.0
27/05/2015,121.6,121.6,121.6,121.56,1020000.0,0.0
27/05/2015,180.0,174.75,180.0,174.05,1080000.0,0.0056
27/05/2015,22.0,21.9,22.0,21.75,6790000.0,0.0023
27/05/2015,5.23,5.32,5.32,5.23,27240000.0,-0.0224
28/05/2015,5.4,5.3,5.42,5.3,287680000.0,0.0325
28/05/2015,163.0,160.0,163.0,160.0,239830.0,-0.0009
28/05/2015,850.0,850.0,855.0,850.0,6350000.0,-0.0116
28/05/2015,180.0,180.0,180.15,179.99,5440000.0,0.0
28/05/2015,45.0,45.0,45.0,45.0,398320.0,-0.0022
28/05/2015,34310.37,34355.31,34417.78,34255.29,,-0.0013
28/05/2015,1.0,1.0,1.0,1.0,2440000.0,0.0
28/05/2015,120.08,121.53,121.6,120.08,1120000.0,-0.0125
28/05/2015,21.44,22.0,22.0,21.33,30690000.0,-0.0255
28/05/2015,55.33,55.33,55.33,54.03,31730.0,0.0
01/06/2015,117.6,120.08,120.64,117.6,4370000.0,-0.0207
01/06/2015,34044.65,34310.37,34332.94,34044.65,,-0.0077
01/06/2015,164.0,161.06,164.01,161.06,3650000.0,0.0060999999999999
01/06/2015,180.0,180.01,180.08,180.0,489460.0,0.0
01/06/2015,5.35,5.35,5.38,5.3,36400000.0,-0.0093
01/06/2015,45.1,45.0,45.1,45.0,5090000.0,0.0022
01/06/2015,850.01,850.01,850.01,850.01,75620.0,0.0
01/06/2015,1.0,1.0,1.0,1.0,4850000.0,0.0
01/06/2015,20.91,21.5,21.51,20.61,60860000.0,-0.0247
01/06/2015,52.0,50.0,52.5,50.0,11020.0,-0.0602
02/06/2015,164.0,170.0,0.0,0.0,35560.0,0.0
02/06/2015,45.5,45.5,45.5,45.5,3900000.0,0.0089
02/06/2015,180.0,180.0,180.0,180.0,308240.0,0.0
02/06/2015,20.56,20.92,21.0,20.5,21610000.0,-0.0167
02/06/2015,34061.89,34044.65,34061.89,33969.82,,0.0005
02/06/2015,5.33,5.35,5.41,5.31,29980000.0,-0.0037
02/06/2015,52.5,50.0,52.5,50.0,53190.0,0.0096
02/06/2015,120.0,117.6,120.0,116.06,7150000.0,0.0204
02/06/2015,850.0,850.0,850.0,850.0,190140.0,0.0
02/06/2015,1.0,1.0,1.0,1.0,1860000.0,0.0
03/06/2015,180.0,180.0,180.0,179.5,519200.00000000006,0.0
03/06/2015,118.8,120.0,120.0,118.4,2660000.0,-0.01
03/06/2015,45.0,45.0,45.0,45.0,514490.0,-0.011
03/06/2015,20.2,20.29,20.4,20.2,24730000.0,-0.0175
03/06/2015,33879.21,34061.89,34065.72,33775.21,,-0.0054
03/06/2015,880.0,891.5,880.0,850.0,607840.0,0.0353
03/06/2015,5.28,5.31,5.35,5.28,12460000.0,-0.0093999999999999
03/06/2015,165.0,164.0,165.0,164.0,453650.0,0.0060999999999999
03/06/2015,1.0,0.98,1.0,0.98,2160000.0,0.0
03/06/2015,52.5,50.1,52.5,50.1,118970.0,0.0
04/06/2015,19.25,20.2,20.2,19.2,20280000.0,-0.047
04/06/2015,870.0,870.0,870.0,870.0,37530.0,-0.0113999999999999
04/06/2015,160.25,168.9,168.9,160.25,13460.0,-0.0288
04/06/2015,177.0,179.5,179.8,177.0,206420.0,-0.0167
04/06/2015,45.05,45.05,45.05,45.05,312330.0,0.0011
04/06/2015,1.0,1.0,1.0,0.98,3560000.0,0.0
04/06/2015,52.5,52.5,52.5,52.5,118020.0,0.0
04/06/2015,5.09,5.2,5.2,5.03,16489999.999999998,-0.036
04/06/2015,33476.77,33879.21,33887.67,33447.06,,-0.0118999999999999
04/06/2015,118.4,119.2,119.24,117.6,2490000.0,-0.0034
05/06/2015,45.5,45.5,45.5,45.5,395150.0,0.01
05/06/2015,52.01,52.01,55.0,52.01,129270.0,-0.0093
05/06/2015,19.97,19.3,20.2,19.3,19370000.0,0.0374
05/06/2015,118.39,118.4,118.4,117.84,5070000.0,-0.0001
05/06/2015,1.0,1.0,1.0,1.0,1850000.0,0.0
05/06/2015,33664.91,33466.41,33664.91,33172.79,,0.0056
05/06/2015,162.0,164.99,164.99,157.03,8760.0,0.0109
05/06/2015,5.15,5.09,5.19,5.09,7630000.0,0.0118
05/06/2015,177.0,170.0,177.6,170.0,678590.0,0.0
05/06/2015,869.0,869.0,869.0,869.0,75120.0,-0.0011
08/06/2015,45.17,45.17,45.17,45.17,457360.0,-0.0073
08/06/2015,160.0,164.0,164.0,157.25,184200.0,-0.0123
08/06/2015,19.8,20.0,20.04,19.8,39220000.0,-0.0085
08/06/2015,51.6,50.55,53.64,50.55,12270.0,-0.0079
08/06/2015,117.76,118.5,118.5,117.6,1720000.0,-0.0053
08/06/2015,865.0,869.0,869.0,865.0,96420.0,-0.0046
08/06/2015,5.33,5.15,5.33,5.15,165380000.0,0.035
08/06/2015,177.01,177.0,177.01,177.0,247940.0,0.0001
08/06/2015,33590.33,33664.91,33694.26,33548.63,,-0.0022
08/06/2015,1.0,1.0,1.0,0.99,249880.0,0.0
09/06/2015,45.5,45.17,45.5,45.17,6940000.0,0.0073
09/06/2015,177.55,177.1,177.55,177.1,103810.0,0.0031
09/06/2015,52.5,52.11,0.0,0.0,45650.0,0.0174
09/06/2015,117.6,118.4,118.4,117.6,542750.0,-0.0014
09/06/2015,855.0,855.0,855.0,855.0,54270.0,-0.0116
09/06/2015,33492.17,33590.33,33612.63,33490.54,,-0.0029
09/06/2015,19.84,20.0,19.9,19.75,26930000.0,0.002
09/06/2015,161.0,160.0,161.0,159.0,39690.0,0.0063
09/06/2015,0.95,0.95,0.95,0.95,974380.0,-0.05
09/06/2015,5.2,5.2,5.2,5.15,25010000.0,-0.0243999999999999
10/06/2015,33462.34,33492.17,33539.98,33419.42,,-0.0009
10/06/2015,162.1,161.0,167.0,161.0,22940.0,0.0068
10/06/2015,5.22,5.2,5.22,5.18,144800000.0,0.0038
10/06/2015,118.32,117.6,120.0,117.6,2790000.0,0.0060999999999999
10/06/2015,0.95,0.95,0.95,0.95,251810.0,0.0
10/06/2015,177.98,177.2,179.0,177.2,925340.0,0.0024
10/06/2015,51.05,52.0,52.0,51.02,26500.0,-0.0276
10/06/2015,19.2,20.0,19.84,19.18,20270000.0,-0.0323
10/06/2015,856.0,856.0,856.0,856.0,126490.0,0.0012
10/06/2015,45.17,45.5,45.5,45.17,148220.0,-0.0073
11/06/2015,45.5,45.5,45.5,45.5,32780000.0,0.0073
11/06/2015,5.2,5.21,5.21,5.15,15760000.0,-0.0038
11/06/2015,177.0,177.57,178.0,177.0,948150.0,-0.0055
11/06/2015,857.51,855.0,857.51,855.0,87630.0,0.0018
11/06/2015,0.95,0.95,0.95,0.92,2050000.0,0.0
11/06/2015,158.85,158.85,158.85,158.85,41450.0,-0.02
11/06/2015,120.13,123.1,120.8,120.0,5690000.0,0.0153
11/06/2015,52.39,52.39,52.39,52.39,91930.0,0.0262
11/06/2015,19.88,19.22,19.88,19.25,7840000.0,0.0354
11/06/2015,33556.35,33462.34,33566.03,33425.64,,0.0028
12/06/2015,120.2,120.8,120.8,120.2,3770000.0,0.0006
12/06/2015,0.94,0.95,0.95,0.94,872470.0,-0.0105
12/06/2015,51.5,52.39,52.5,51.5,93640.0,-0.017
12/06/2015,20.02,20.0,20.48,19.99,7860000.0,0.0069999999999999
12/06/2015,850.07,852.0,852.0,850.0,789080.0,-0.0087
12/06/2015,45.0,45.17,45.17,45.0,248550.0,-0.011
12/06/2015,168.0,160.0,168.0,164.0,8390000.0,0.0576
12/06/2015,5.17,5.2,5.2,5.17,2260000.0,-0.0058
12/06/2015,176.99,177.0,177.0,176.99,48380.0,-0.0001
12/06/2015,33621.75,33556.35,33735.92,33556.35,,0.0019
15/06/2015,0.95,0.95,0.95,0.95,578300.0,0.0106
15/06/2015,19.8,20.2,20.03,19.8,12260000.0,-0.011
15/06/2015,5.11,5.19,5.19,5.1,3590000.0,-0.0116
15/06/2015,185.0,176.4,185.0,167.58,6180000.0,0.1012
15/06/2015,850.0,850.0,850.0,850.0,601970.0,-0.0001
15/06/2015,120.0,120.4,120.4,120.0,7990000.0,-0.0017
15/06/2015,33720.64,33621.75,33720.64,33578.61,,0.0029
15/06/2015,178.0,177.0,178.0,177.0,72020.0,0.0056999999999999
15/06/2015,45.02,45.01,45.45,45.01,69340.0,0.0004
15/06/2015,52.48,51.0,52.48,50.65,50810.0,0.019
16/06/2015,51.0,50.6,51.0,50.6,15800.0,-0.0282
16/06/2015,850.0,850.0,880.0,850.0,53350.0,0.0
16/06/2015,0.95,0.94,0.95,0.94,924890.0,0.0
16/06/2015,184.55,176.0,184.55,168.0,2380000.0,-0.0024
16/06/2015,118.42,120.0,120.01,118.42,1180000.0,-0.0132
16/06/2015,177.0,176.01,177.0,176.0,255790.0,-0.0056
16/06/2015,33602.67,33719.45,33730.67,33494.42,,-0.0034999999999999
16/06/2015,5.18,5.2,5.22,5.11,39500000.0,0.0137
16/06/2015,19.9,19.99,19.9,19.81,10490000.0,0.0051
16/06/2015,45.01,45.0,45.01,45.0,593900.0,-0.0002
17/06/2015,174.8,184.0,184.5,174.8,6760000.0,-0.0528
17/06/2015,45.0,45.0,45.0,45.0,204230.0,-0.0002
17/06/2015,19.51,19.84,19.85,19.5,18970000.0,-0.0196
17/06/2015,5.17,5.12,5.2,5.12,5600000.0,-0.0019
17/06/2015,33478.42,33602.67,33621.2,33444.2,,-0.0037
17/06/2015,850.0,850.0,850.0,850.0,323420.0,0.0
17/06/2015,119.92,120.0,120.02,119.2,1550000.0,0.0127
17/06/2015,175.0,181.0,175.0,175.0,88400.0,-0.0113
17/06/2015,51.77,51.11,52.0,51.11,21120.0,0.0151
17/06/2015,0.91,0.93,0.93,0.91,1960000.0,-0.0421
18/06/2015,33460.5,33478.42,33549.66,33381.62,,-0.0005
18/06/2015,120.0,120.0,120.8,120.0,3400000.0,0.0007
18/06/2015,0.92,0.92,0.95,0.92,1910000.0,0.011
18/06/2015,19.47,19.67,19.67,19.45,15220000.0,-0.0021
18/06/2015,175.5,175.0,176.01,175.0,1380000.0,0.0029
18/06/2015,5.2,5.14,5.2,5.14,27400000.0,0.0058
18/06/2015,850.1,850.1,850.1,850.1,73100.0,0.0001
18/06/2015,45.0,45.0,45.0,45.0,982340.0,0.0
18/06/2015,50.55,50.5,51.99,50.5,86830.0,-0.0236
18/06/2015,174.23,183.4,192.0,174.23,5870000.0,-0.0033
19/06/2015,165.0,165.55,166.0,165.0,228040.0,-0.053
19/06/2015,33257.9,33460.5,33483.37,33223.86,,-0.0060999999999999
19/06/2015,5.16,5.2,5.27,5.1,28720000.0,-0.0077
19/06/2015,19.47,19.6,19.5,19.38,112980000.0,0.0
19/06/2015,0.96,0.93,0.96,0.93,103890.0,0.0435
19/06/2015,118.42,117.2,119.28,117.2,1290000.0,-0.0132
19/06/2015,45.0,45.0,45.0,45.0,357310.0,0.0
19/06/2015,175.0,175.11,175.11,175.0,403510.0,-0.0028
19/06/2015,850.0,869.0,869.0,850.0,88590.0,-0.0001
19/06/2015,49.78,49.79,50.0,49.78,17550.0,-0.0152
22/06/2015,33384.59,33257.9,33402.4,33250.14,,0.0038
22/06/2015,49.78,49.78,49.78,49.78,48060.0,0.0
22/06/2015,120.46,120.48,120.82,120.46,1010000.0,0.0172
22/06/2015,0.96,0.9,0.96,0.9,5120000.0,0.0
22/06/2015,175.5,176.35,176.35,175.5,1070000.0,0.0029
22/06/2015,850.01,840.55,850.01,840.55,101610.0,0.0
22/06/2015,19.5,19.5,19.55,19.35,97640000.0,0.0015
22/06/2015,164.15,162.09,164.15,164.15,115190.0,-0.0052
22/06/2015,5.2,5.12,5.21,5.12,20680000.0,0.0078
22/06/2015,45.5,45.5,45.52,45.5,5460000.0,0.0111
23/06/2015,120.01,120.05,120.8,120.01,1140000.0,-0.0037
23/06/2015,33380.84,33384.59,33487.98,33375.44,,-0.0001
23/06/2015,19.9,19.41,19.99,19.5,42670000.0,0.0204999999999999
23/06/2015,45.17,45.01,45.17,45.0,357180.0,-0.0073
23/06/2015,851.0,850.0,868.0,850.0,22210.0,0.0012
23/06/2015,49.78,49.78,49.78,49.78,110200.0,0.0
23/06/2015,5.2,5.15,5.2,5.15,6240000.0,0.0
23/06/2015,174.15,175.07,175.07,174.15,137950.0,-0.0077
23/06/2015,163.8,156.0,163.8,162.5,115690.0,-0.0021
23/06/2015,0.98,0.96,0.98,0.96,418110.0,0.0208
24/06/2015,45.5,45.0,45.5,45.0,33740000.0,0.0073
24/06/2015,49.78,51.7,51.7,49.78,46330000.0,0.0
24/06/2015,5.15,5.2,5.2,5.1,13140000.0,-0.0096
24/06/2015,0.97,0.95,1.0,0.94,17970000.0,-0.0102
24/06/2015,119.99,120.0,120.07,119.69,1540000.0,-0.0002
24/06/2015,174.15,174.15,174.15,174.15,50530.0,0.0
24/06/2015,33266.87,33380.84,33413.66,33229.37,,-0.0034
24/06/2015,19.9,20.0,20.2,19.71,31280000.0,0.0
24/06/2015,163.4,171.99,163.4,163.4,428550.0,-0.0024
24/06/2015,850.1,850.1,850.1,850.1,123590.0,-0.0011
25/06/2015,158.5,159.12,158.95,158.5,93240.0,-0.03
25/06/2015,850.25,850.1,850.25,850.1,252050.0,0.0002
25/06/2015,45.5,45.0,45.5,45.0,36370000.0,0.0
25/06/2015,52.0,49.99,52.0,47.3,175730.0,0.0446
25/06/2015,33121.65,33266.87,33266.87,33055.36,,-0.0044
25/06/2015,0.96,0.95,0.99,0.95,2190000.0,-0.0103
25/06/2015,174.15,174.15,174.15,174.15,23280.0,0.0
25/06/2015,19.5,20.0,19.8,19.4,16079999.999999998,-0.0200999999999999
25/06/2015,5.0,5.15,5.15,4.97,31390000.0,-0.0291
25/06/2015,120.0,120.0,120.0,118.42,5370000.0,0.0001
26/06/2015,891.45,850.5,891.45,850.5,225500.0,0.0484999999999999
26/06/2015,45.5,44.94,45.5,44.94,1330000.0,0.0
26/06/2015,19.25,19.9,19.5,19.25,9890000.0,-0.0128
26/06/2015,118.41,118.61,118.8,118.41,960250.0,-0.0132
26/06/2015,153.5,155.1,155.1,153.5,134330.0,-0.0315
26/06/2015,48.5,51.7,51.7,48.5,136230000.0,-0.0673
26/06/2015,4.9,4.96,4.96,4.81,14040000.0,-0.02
26/06/2015,0.97,0.95,0.97,0.95,1870000.0,0.0104
26/06/2015,32853.49,33121.65,33121.65,32756.16,,-0.0081
26/06/2015,170.0,170.0,170.0,170.0,154900.0,-0.0237999999999999
29/06/2015,33249.19,32853.49,33249.19,32788.39,,0.012
29/06/2015,19.7,19.25,19.72,19.25,7150000.0,0.0233999999999999
29/06/2015,161.17,156.0,161.17,156.0,447850.0,0.05
29/06/2015,174.0,168.1,174.0,168.1,528070.0,0.0235
29/06/2015,5.0,4.9,5.13,4.9,9390000.0,0.0204
29/06/2015,48.5,50.92,0.0,0.0,87520.0,0.0
29/06/2015,889.2,935.99,900.0,889.2,331430.0,-0.0025
29/06/2015,45.5,43.3,45.5,43.3,8750000.0,0.0
29/06/2015,117.76,118.42,119.11,117.76,10320000.0,-0.0055
29/06/2015,0.95,0.93,0.97,0.93,1110000.0,-0.0206
30/06/2015,857.0,889.19,857.0,857.0,99780.0,-0.0362
30/06/2015,0.94,0.93,0.95,0.92,2270000.0,-0.0105
30/06/2015,19.25,19.42,19.94,19.25,90380000.0,-0.0227999999999999
30/06/2015,119.98,117.6,119.98,117.6,2040000.0,0.0189
30/06/2015,180.0,173.0,180.0,173.0,1090000.0,0.0345
30/06/2015,45.5,45.5,45.5,45.5,19000000.0,0.0
30/06/2015,4.99,5.0,5.0,4.95,17670000.0,-0.002
30/06/2015,162.81,166.42,166.0,162.6,276160.0,0.0102
30/06/2015,48.5,50.92,0.0,0.0,27610.0,0.0
30/06/2015,33456.83,33249.19,33465.31,33030.13,,0.0062
01/07/2015,48.0,46.1,50.0,46.1,121500.0,-0.0103
01/07/2015,118.8,118.9,118.9,117.6,4710000.0,-0.0098
01/07/2015,44.0,43.75,44.0,43.75,694770.0,-0.033
01/07/2015,32863.43,33456.83,33470.62,32789.83,,-0.0177
01/07/2015,19.21,19.4,19.4,19.2,63630000.0,-0.0021
01/07/2015,850.0,845.0,850.0,845.0,644080.0,-0.0081999999999999
01/07/2015,160.28,168.71,161.0,160.28,183520.0,-0.0155
01/07/2015,0.92,0.92,0.92,0.92,1320000.0,-0.0213
01/07/2015,4.9,4.77,4.95,4.76,38160000.0,-0.018
01/07/2015,172.0,174.85,174.88,171.97,230520.0,-0.0444
02/07/2015,4.77,4.8,4.8,4.74,7660000.0,-0.0265
02/07/2015,0.94,0.95,0.95,0.94,10030000.0,0.0217
02/07/2015,153.0,155.06,155.25,153.0,166390.0,-0.0454
02/07/2015,172.5,173.0,173.0,172.5,350500.0,0.0029
02/07/2015,116.04,118.0,118.0,116.04,1080000.0,-0.0232
02/07/2015,19.45,19.47,19.45,19.3,16880000.0,0.0125
02/07/2015,43.5,43.5,43.5,43.5,197300.0,-0.0113999999999999
02/07/2015,32739.11,32863.35,32869.36,32697.13,,-0.0038
02/07/2015,47.0,49.9,49.9,47.0,6880.0,-0.0208
02/07/2015,850.0,850.0,850.0,850.0,31100.0,0.0
03/07/2015,115.2,116.0,116.0,115.2,205520.0,-0.0072
03/07/2015,32538.34,32739.11,32745.16,32531.64,,-0.0060999999999999
03/07/2015,41.36,41.52,43.0,41.33,199980.0,-0.0492
03/07/2015,19.36,19.45,19.45,19.3,15750000.0,-0.0046
03/07/2015,152.0,150.62,153.8,152.0,245590.0,-0.0065
03/07/2015,854.0,850.0,854.0,850.0,209840.0,0.0046999999999999
03/07/2015,170.0,172.5,172.8,170.0,486320.0,-0.0144999999999999
03/07/2015,0.95,0.95,0.95,0.95,940000.0,0.0106
03/07/2015,48.5,49.98,0.0,0.0,14100.0,0.0319
03/07/2015,4.66,4.66,4.75,4.61,18410000.0,-0.0231
06/07/2015,48.48,48.0,48.48,47.0,87110.0,-0.0004
06/07/2015,32444.12,32538.34,32570.59,32382.09,,-0.0029
06/07/2015,0.95,0.95,0.95,0.93,3050000.0,0.0
06/07/2015,4.56,4.79,4.61,4.56,12110000.0,-0.0215
06/07/2015,113.73,110.8,114.48,110.8,1870000.0,-0.0128
06/07/2015,850.01,850.01,850.01,850.01,40370.0,-0.0046999999999999
06/07/2015,170.0,170.0,172.0,170.0,315250.0,0.0
06/07/2015,43.5,41.4,0.0,0.0,91910.0,0.0516999999999999
06/07/2015,19.0,19.25,19.25,18.71,11910000.0,-0.0186
06/07/2015,147.2,152.05,152.05,147.2,203910.0,-0.0316
07/07/2015,42.0,42.99,42.99,42.0,364510.0,-0.0345
07/07/2015,172.0,172.0,172.0,171.99,122730.0,0.0118
07/07/2015,19.07,18.99,19.1,18.99,84760000.0,0.0037
07/07/2015,0.96,0.96,0.97,0.96,651230.0,0.0105
07/07/2015,4.28,4.49,4.49,4.28,15620000.0,-0.0613999999999999
07/07/2015,111.4,113.8,113.8,111.4,835080.0,-0.0204999999999999
07/07/2015,32380.26,32444.12,32507.26,32322.66,,-0.002
07/07/2015,146.24,153.0,146.24,146.24,79290.0,-0.0065
07/07/2015,48.0,47.01,49.67,47.01,48470.0,-0.0098999999999999
07/07/2015,835.0,848.0,848.0,823.5,27890.0,-0.0177
08/07/2015,42.0,43.52,0.0,0.0,84400.0,0.0
08/07/2015,4.1,4.08,4.2,4.02,12640000.0,-0.0421
08/07/2015,146.24,153.55,0.0,0.0,81410.0,0.0
08/07/2015,830.0,840.0,840.0,825.21,23890.0,-0.006
08/07/2015,0.95,0.93,0.96,0.93,3980000.0,-0.0104
08/07/2015,46.08,46.1,48.48,46.08,9320.0,-0.04
08/07/2015,32031.73,32380.26,32381.47,31994.24,,-0.0108
08/07/2015,19.02,19.03,19.05,19.0,48390000.0,-0.0026
08/07/2015,111.2,112.0,112.72,110.12,3890000.0,-0.0018
08/07/2015,168.0,170.0,170.0,168.0,880860.0,-0.0233
09/07/2015,4.25,4.1,4.25,4.06,9780000.0,0.0366
09/07/2015,0.95,0.95,0.96,0.95,602870.0,0.0
09/07/2015,31768.23,32031.73,32100.34,31750.53,,-0.0081999999999999
09/07/2015,48.5,49.49,0.0,0.0,100.0,0.0525
09/07/2015,110.0,110.0,110.4,109.95,1660000.0,-0.0108
09/07/2015,39.9,39.9,40.0,39.9,64739.99999999999,-0.05
09/07/2015,138.93,139.2,139.2,138.93,816780.0,-0.05
09/07/2015,168.3,175.0,170.0,168.3,5900000.0,0.0018
09/07/2015,18.71,19.05,19.05,18.71,72020000.0,-0.0163
09/07/2015,850.0,825.0,850.0,825.0,377100.0,0.0241
10/07/2015,139.8,145.85,139.99,139.8,84890.0,0.0063
10/07/2015,4.2,4.16,4.3,4.11,5060000.0,-0.0118
10/07/2015,0.95,0.95,0.96,0.95,535050.0,0.0
10/07/2015,31729.26,31768.23,31791.23,31682.15,,-0.0012
10/07/2015,168.3,168.3,168.3,168.3,7310.0,0.0
10/07/2015,47.97,47.97,47.97,47.97,116840.0,-0.0109
10/07/2015,18.95,18.99,19.07,18.6,31910000.0,0.0128
10/07/2015,109.21,109.01,109.59,108.8,5250000.0,-0.0072
10/07/2015,839.0,845.0,845.0,811.0,8820.0,-0.0129
10/07/2015,39.9,41.99,39.9,39.9,343500.0,0.0
13/07/2015,170.0,170.0,170.05,170.0,8010000.0,0.0101
13/07/2015,45.58,45.58,45.58,45.58,1100.0,-0.0498
13/07/2015,4.2,4.2,4.21,4.16,4420000.0,0.0
13/07/2015,840.0,840.0,840.0,840.0,504310.0,0.0012
13/07/2015,18.88,19.25,19.25,18.8,150390000.0,-0.0037
13/07/2015,138.63,138.01,142.5,138.01,69010.0,-0.0084
13/07/2015,31628.2,31730.48,31845.78,31616.86,,-0.0032
13/07/2015,37.91,37.91,39.87,37.91,134190.0,-0.0499
13/07/2015,0.95,0.96,0.96,0.95,2690000.0,0.0
13/07/2015,107.44,109.62,109.62,107.44,507360.0,-0.0162
14/07/2015,31372.9,31628.2,31629.57,31357.96,,-0.0081
14/07/2015,170.01,170.0,170.2,170.0,2660000.0,0.0001
14/07/2015,37.91,37.91,37.91,37.91,1510.0,0.0
14/07/2015,47.0,47.0,47.0,47.0,,0.0312
14/07/2015,0.95,0.95,0.95,0.95,5460000.0,0.0
14/07/2015,18.13,18.85,18.88,18.0,118360000.0,-0.0397
14/07/2015,4.3,4.29,4.38,4.22,9930000.0,0.0237999999999999
14/07/2015,837.25,840.0,844.97,826.05,68390.0,-0.0033
